,file,map,round,seconds,att_side,vic_side,hp_dmg,bomb_site,wp,award,winner_side,att_pos_x,att_pos_y,vic_pos_x,vic_pos_y,round_type,ct_eq_val,t_eq_val,avg_match_rank
0,003201673717864202280_0171883906.dem,de_dust2,1,133.0582,CounterTerrorist,Terrorist,100,,USP,300,CounterTerrorist,879.0,467.0,698.0,596.0,PISTOL_ROUND,2950,3850,16.0
0,003201673717864202280_0171883906.dem,de_dust2,1,133.0582,CounterTerrorist,Terrorist,100,,USP,300,CounterTerrorist,879.0,467.0,698.0,596.0,PISTOL_ROUND,2950,3850,16.0
1,003201673717864202280_0171883906.dem,de_dust2,1,134.9023,CounterTerrorist,Terrorist,25,,USP,300,CounterTerrorist,282.0,532.0,289.0,511.0,PISTOL_ROUND,2950,3850,16.0
2,003201673717864202280_0171883906.dem,de_dust2,1,135.0586,Terrorist,CounterTerrorist,20,,Glock,300,CounterTerrorist,295.0,509.0,285.0,534.0,PISTOL_ROUND,2950,3850,16.0
3,003201673717864202280_0171883906.dem,de_dust2,1,135.2774,CounterTerrorist,Terrorist,17,,USP,300,CounterTerrorist,291.0,536.0,298.0,503.0,PISTOL_ROUND,2950,3850,16.0
4,003201673717864202280_0171883906.dem,de_dust2,1,135.4024,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,298.0,501.0,294.0,534.0,PISTOL_ROUND,2950,3850,16.0
5,003201673717864202280_0171883906.dem,de_dust2,1,136.0901,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,288.0,498.0,311.0,521.0,PISTOL_ROUND,2950,3850,16.0
6,003201673717864202280_0171883906.dem,de_dust2,1,136.2463,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,292.0,496.0,313.0,518.0,PISTOL_ROUND,2950,3850,16.0
7,003201673717864202280_0171883906.dem,de_dust2,1,136.4026,Terrorist,CounterTerrorist,15,,Glock,300,CounterTerrorist,291.0,496.0,316.0,515.0,PISTOL_ROUND,2950,3850,16.0
8,003201673717864202280_0171883906.dem,de_dust2,1,139.2157,CounterTerrorist,Terrorist,19,,USP,300,CounterTerrorist,114.0,478.0,259.0,513.0,PISTOL_ROUND,2950,3850,16.0
9,003201673717864202280_0171883906.dem,de_dust2,1,139.372,CounterTerrorist,Terrorist,15,,USP,300,CounterTerrorist,118.0,485.0,255.0,514.0,PISTOL_ROUND,2950,3850,16.0
10,003201673717864202280_0171883906.dem,de_dust2,1,139.5595,CounterTerrorist,Terrorist,15,,USP,300,CounterTerrorist,123.0,494.0,250.0,514.0,PISTOL_ROUND,2950,3850,16.0
11,003201673717864202280_0171883906.dem,de_dust2,1,139.7158,CounterTerrorist,Terrorist,9,,USP,300,CounterTerrorist,129.0,501.0,246.0,513.0,PISTOL_ROUND,2950,3850,16.0
12,003201673717864202280_0171883906.dem,de_dust2,1,141.6849,CounterTerrorist,Terrorist,33,,USP,300,CounterTerrorist,379.0,440.0,441.0,459.0,PISTOL_ROUND,2950,3850,16.0
13,003201673717864202280_0171883906.dem,de_dust2,1,142.0288,Terrorist,CounterTerrorist,29,,Glock,300,CounterTerrorist,442.0,451.0,382.0,442.0,PISTOL_ROUND,2950,3850,16.0
14,003201673717864202280_0171883906.dem,de_dust2,1,146.2171,CounterTerrorist,Terrorist,67,,USP,300,CounterTerrorist,381.0,456.0,440.0,458.0,PISTOL_ROUND,2950,3850,16.0
15,003201673717864202280_0171883906.dem,de_dust2,1,152.1871,CounterTerrorist,Terrorist,15,,USP,300,CounterTerrorist,458.0,639.0,575.0,669.0,PISTOL_ROUND,2950,3850,16.0
16,003201673717864202280_0171883906.dem,de_dust2,1,152.5309,CounterTerrorist,Terrorist,16,,USP,300,CounterTerrorist,463.0,645.0,574.0,674.0,PISTOL_ROUND,2950,3850,16.0
17,003201673717864202280_0171883906.dem,de_dust2,1,153.2498,CounterTerrorist,Terrorist,16,,USP,300,CounterTerrorist,464.0,649.0,572.0,678.0,PISTOL_ROUND,2950,3850,16.0
18,003201673717864202280_0171883906.dem,de_dust2,1,153.3123,Terrorist,CounterTerrorist,100,,Glock,300,CounterTerrorist,572.0,678.0,465.0,647.0,PISTOL_ROUND,2950,3850,16.0
19,003201673717864202280_0171883906.dem,de_dust2,1,166.0336,CounterTerrorist,Terrorist,35,,P2000,300,CounterTerrorist,444.0,475.0,511.0,696.0,PISTOL_ROUND,2950,3850,16.0
20,003201673717864202280_0171883906.dem,de_dust2,1,166.3149,CounterTerrorist,Terrorist,29,,P2000,300,CounterTerrorist,447.0,479.0,512.0,689.0,PISTOL_ROUND,2950,3850,16.0
21,003201673717864202280_0171883906.dem,de_dust2,1,167.8465,Terrorist,Terrorist,36,,HE,300,CounterTerrorist,522.0,700.0,522.0,700.0,PISTOL_ROUND,2950,3850,16.0
22,003201673717864202280_0171883906.dem,de_dust2,1,187.8818,Terrorist,CounterTerrorist,11,,Glock,300,CounterTerrorist,519.0,690.0,487.0,610.0,PISTOL_ROUND,2950,3850,16.0
23,003201673717864202280_0171883906.dem,de_dust2,1,188.1944,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,505.0,693.0,478.0,627.0,PISTOL_ROUND,2950,3850,16.0
24,003201673717864202280_0171883906.dem,de_dust2,1,188.882,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,500.0,695.0,492.0,628.0,PISTOL_ROUND,2950,3850,16.0
25,003201673717864202280_0171883906.dem,de_dust2,1,189.0383,Terrorist,CounterTerrorist,12,,Glock,300,CounterTerrorist,502.0,695.0,494.0,627.0,PISTOL_ROUND,2950,3850,16.0
26,003201673717864202280_0171883906.dem,de_dust2,1,189.1945,Terrorist,CounterTerrorist,53,,Glock,300,CounterTerrorist,498.0,696.0,491.0,627.0,PISTOL_ROUND,2950,3850,16.0
27,003201673717864202280_0171883906.dem,de_dust2,1,190.5698,CounterTerrorist,Terrorist,53,,Glock,300,CounterTerrorist,446.0,310.0,500.0,680.0,PISTOL_ROUND,2950,3850,16.0
28,003201673717864202280_0171883906.dem,de_dust2,2,222.2325,Terrorist,CounterTerrorist,21,,Tec9,300,Terrorist,498.0,663.0,455.0,517.0,ECO,12400,4700,16.0
29,003201673717864202280_0171883906.dem,de_dust2,2,222.42,Terrorist,CounterTerrorist,41,,Deagle,300,Terrorist,498.0,700.0,453.0,518.0,ECO,12400,4700,16.0
30,003201673717864202280_0171883906.dem,de_dust2,2,222.5138,CounterTerrorist,Terrorist,44,,Deagle,300,Terrorist,453.0,518.0,484.0,663.0,ECO,12400,4700,16.0
31,003201673717864202280_0171883906.dem,de_dust2,2,223.2639,Terrorist,CounterTerrorist,21,,Tec9,300,Terrorist,492.0,662.0,464.0,515.0,ECO,12400,4700,16.0
32,003201673717864202280_0171883906.dem,de_dust2,2,223.3265,Terrorist,CounterTerrorist,17,,Deagle,300,Terrorist,504.0,698.0,466.0,515.0,ECO,12400,4700,16.0
33,003201673717864202280_0171883906.dem,de_dust2,2,228.64,CounterTerrorist,Terrorist,15,,MP9,600,Terrorist,537.0,429.0,458.0,594.0,ECO,12400,4700,16.0
34,003201673717864202280_0171883906.dem,de_dust2,2,229.0464,CounterTerrorist,Terrorist,41,,MP9,600,Terrorist,548.0,436.0,466.0,601.0,ECO,12400,4700,16.0
35,003201673717864202280_0171883906.dem,de_dust2,2,230.3279,Terrorist,CounterTerrorist,100,,Deagle,300,Terrorist,509.0,679.0,520.0,428.0,ECO,12400,4700,16.0
36,003201673717864202280_0171883906.dem,de_dust2,2,247.0188,Terrorist,CounterTerrorist,18,A,Tec9,300,Terrorist,635.0,418.0,503.0,449.0,ECO,12400,4700,16.0
37,003201673717864202280_0171883906.dem,de_dust2,2,247.2063,Terrorist,CounterTerrorist,22,A,Tec9,300,Terrorist,635.0,420.0,511.0,449.0,ECO,12400,4700,16.0
38,003201673717864202280_0171883906.dem,de_dust2,2,247.9252,Terrorist,CounterTerrorist,29,A,Tec9,300,Terrorist,637.0,427.0,518.0,454.0,ECO,12400,4700,16.0
39,003201673717864202280_0171883906.dem,de_dust2,2,248.269,CounterTerrorist,Terrorist,29,A,UMP,600,Terrorist,518.0,456.0,635.0,419.0,ECO,12400,4700,16.0
40,003201673717864202280_0171883906.dem,de_dust2,2,248.6441,Terrorist,CounterTerrorist,31,A,Tec9,300,Terrorist,636.0,426.0,520.0,461.0,ECO,12400,4700,16.0
41,003201673717864202280_0171883906.dem,de_dust2,2,253.9577,CounterTerrorist,Terrorist,19,A,Famas,300,Terrorist,841.0,508.0,903.0,364.0,ECO,12400,4700,16.0
42,003201673717864202280_0171883906.dem,de_dust2,2,254.239,CounterTerrorist,Terrorist,19,A,Famas,300,Terrorist,840.0,507.0,906.0,360.0,ECO,12400,4700,16.0
43,003201673717864202280_0171883906.dem,de_dust2,2,254.3327,CounterTerrorist,Terrorist,24,A,Famas,300,Terrorist,840.0,507.0,908.0,359.0,ECO,12400,4700,16.0
44,003201673717864202280_0171883906.dem,de_dust2,2,254.3952,CounterTerrorist,Terrorist,24,A,Famas,300,Terrorist,839.0,507.0,909.0,359.0,ECO,12400,4700,16.0
45,003201673717864202280_0171883906.dem,de_dust2,2,254.9891,Terrorist,CounterTerrorist,36,A,Deagle,300,Terrorist,827.0,245.0,831.0,504.0,ECO,12400,4700,16.0
46,003201673717864202280_0171883906.dem,de_dust2,2,254.9891,Terrorist,CounterTerrorist,69,A,P250,300,Terrorist,834.0,197.0,831.0,504.0,ECO,12400,4700,16.0
47,003201673717864202280_0171883906.dem,de_dust2,2,268.148,Terrorist,CounterTerrorist,13,A,Deagle,300,Terrorist,883.0,337.0,609.0,232.0,ECO,12400,4700,16.0
48,003201673717864202280_0171883906.dem,de_dust2,2,270.9298,CounterTerrorist,Terrorist,100,A,Deagle,300,Terrorist,600.0,238.0,883.0,336.0,ECO,12400,4700,16.0
49,003201673717864202280_0171883906.dem,de_dust2,2,273.7117,Terrorist,CounterTerrorist,22,A,UMP,600,Terrorist,466.0,330.0,606.0,253.0,ECO,12400,4700,16.0
50,003201673717864202280_0171883906.dem,de_dust2,2,273.8054,Terrorist,CounterTerrorist,22,A,UMP,600,Terrorist,466.0,330.0,606.0,256.0,ECO,12400,4700,16.0
51,003201673717864202280_0171883906.dem,de_dust2,2,273.8992,Terrorist,CounterTerrorist,22,A,UMP,600,Terrorist,467.0,331.0,606.0,258.0,ECO,12400,4700,16.0
52,003201673717864202280_0171883906.dem,de_dust2,2,273.993,Terrorist,CounterTerrorist,18,A,UMP,600,Terrorist,467.0,332.0,606.0,259.0,ECO,12400,4700,16.0
53,003201673717864202280_0171883906.dem,de_dust2,2,274.243,Terrorist,CounterTerrorist,3,A,UMP,600,Terrorist,467.0,332.0,606.0,263.0,ECO,12400,4700,16.0
54,003201673717864202280_0171883906.dem,de_dust2,3,303.8428,CounterTerrorist,CounterTerrorist,43,,USP,300,Terrorist,852.0,367.0,877.0,429.0,ECO,4700,21050,16.0
55,003201673717864202280_0171883906.dem,de_dust2,3,305.9682,CounterTerrorist,CounterTerrorist,70,,Deagle,300,Terrorist,875.0,410.0,850.0,449.0,ECO,4700,21050,16.0
56,003201673717864202280_0171883906.dem,de_dust2,3,310.2503,CounterTerrorist,Terrorist,16,,USP,300,Terrorist,623.0,403.0,601.0,463.0,ECO,4700,21050,16.0
57,003201673717864202280_0171883906.dem,de_dust2,3,310.3128,Terrorist,CounterTerrorist,36,,Famas,300,Terrorist,601.0,463.0,625.0,404.0,ECO,4700,21050,16.0
58,003201673717864202280_0171883906.dem,de_dust2,3,310.4066,Terrorist,CounterTerrorist,29,,Famas,300,Terrorist,601.0,462.0,626.0,405.0,ECO,4700,21050,16.0
59,003201673717864202280_0171883906.dem,de_dust2,3,310.5941,CounterTerrorist,Terrorist,16,,USP,300,Terrorist,628.0,406.0,597.0,460.0,ECO,4700,21050,16.0
60,003201673717864202280_0171883906.dem,de_dust2,3,310.6879,Terrorist,CounterTerrorist,29,,Famas,300,Terrorist,595.0,459.0,626.0,405.0,ECO,4700,21050,16.0
61,003201673717864202280_0171883906.dem,de_dust2,3,310.7817,CounterTerrorist,Terrorist,23,,P250,300,Terrorist,154.0,470.0,192.0,573.0,ECO,4700,21050,16.0
62,003201673717864202280_0171883906.dem,de_dust2,3,310.7817,Terrorist,CounterTerrorist,6,,Famas,300,Terrorist,593.0,458.0,625.0,405.0,ECO,4700,21050,16.0
63,003201673717864202280_0171883906.dem,de_dust2,3,311.1567,CounterTerrorist,Terrorist,23,,P250,300,Terrorist,138.0,473.0,190.0,575.0,ECO,4700,21050,16.0
64,003201673717864202280_0171883906.dem,de_dust2,3,311.3443,CounterTerrorist,Terrorist,28,,P250,300,Terrorist,140.0,472.0,190.0,576.0,ECO,4700,21050,16.0
65,003201673717864202280_0171883906.dem,de_dust2,3,311.5006,CounterTerrorist,Terrorist,23,,P250,300,Terrorist,145.0,469.0,190.0,577.0,ECO,4700,21050,16.0
66,003201673717864202280_0171883906.dem,de_dust2,3,311.6569,CounterTerrorist,Terrorist,3,,P250,300,Terrorist,152.0,466.0,189.0,578.0,ECO,4700,21050,16.0
67,003201673717864202280_0171883906.dem,de_dust2,3,311.8756,Terrorist,CounterTerrorist,30,,HE,300,Terrorist,597.0,723.0,694.0,607.0,ECO,4700,21050,16.0
68,003201673717864202280_0171883906.dem,de_dust2,3,315.1576,Terrorist,Terrorist,1,,HE,300,Terrorist,302.0,527.0,302.0,527.0,ECO,4700,21050,16.0
69,003201673717864202280_0171883906.dem,de_dust2,3,317.9081,CounterTerrorist,Terrorist,68,,Deagle,300,Terrorist,857.0,159.0,633.0,331.0,ECO,4700,21050,16.0
70,003201673717864202280_0171883906.dem,de_dust2,3,318.4082,Terrorist,CounterTerrorist,29,,UMP,600,Terrorist,205.0,503.0,166.0,625.0,ECO,4700,21050,16.0
71,003201673717864202280_0171883906.dem,de_dust2,3,318.502,Terrorist,CounterTerrorist,29,,UMP,600,Terrorist,206.0,503.0,165.0,624.0,ECO,4700,21050,16.0
72,003201673717864202280_0171883906.dem,de_dust2,3,318.5958,Terrorist,CounterTerrorist,29,,UMP,600,Terrorist,206.0,503.0,164.0,624.0,ECO,4700,21050,16.0
73,003201673717864202280_0171883906.dem,de_dust2,3,318.6895,Terrorist,CounterTerrorist,13,,UMP,600,Terrorist,206.0,503.0,163.0,624.0,ECO,4700,21050,16.0
74,003201673717864202280_0171883906.dem,de_dust2,3,321.8464,Terrorist,CounterTerrorist,57,,AK47,300,Terrorist,613.0,358.0,815.0,167.0,ECO,4700,21050,16.0
75,003201673717864202280_0171883906.dem,de_dust2,3,329.2854,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,667.0,162.0,842.0,196.0,ECO,4700,21050,16.0
76,003201673717864202280_0171883906.dem,de_dust2,3,329.8793,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,668.0,159.0,841.0,201.0,ECO,4700,21050,16.0
77,003201673717864202280_0171883906.dem,de_dust2,3,330.1293,CounterTerrorist,Terrorist,100,,Deagle,300,Terrorist,841.0,203.0,668.0,159.0,ECO,4700,21050,16.0
78,003201673717864202280_0171883906.dem,de_dust2,3,346.7264,CounterTerrorist,Terrorist,36,B,Deagle,300,Terrorist,857.0,204.0,631.0,319.0,ECO,4700,21050,16.0
79,003201673717864202280_0171883906.dem,de_dust2,3,347.2578,CounterTerrorist,Terrorist,36,B,Deagle,300,Terrorist,859.0,208.0,629.0,316.0,ECO,4700,21050,16.0
80,003201673717864202280_0171883906.dem,de_dust2,3,361.6982,Terrorist,CounterTerrorist,27,B,AK47,300,Terrorist,674.0,164.0,842.0,199.0,ECO,4700,21050,16.0
81,003201673717864202280_0171883906.dem,de_dust2,3,361.8232,Terrorist,CounterTerrorist,19,B,AK47,300,Terrorist,674.0,164.0,841.0,201.0,ECO,4700,21050,16.0
82,003201673717864202280_0171883906.dem,de_dust2,4,401.6125,CounterTerrorist,Terrorist,25,,Deagle,300,Terrorist,717.0,557.0,682.0,648.0,SEMI_ECO,9200,24250,16.0
83,003201673717864202280_0171883906.dem,de_dust2,4,403.3004,CounterTerrorist,Terrorist,100,,Deagle,300,Terrorist,870.0,203.0,630.0,300.0,SEMI_ECO,9200,24250,16.0
84,003201673717864202280_0171883906.dem,de_dust2,4,403.4254,Terrorist,CounterTerrorist,2,,HE,300,Terrorist,629.0,304.0,870.0,202.0,SEMI_ECO,9200,24250,16.0
85,003201673717864202280_0171883906.dem,de_dust2,4,405.3321,Terrorist,CounterTerrorist,36,,UMP,600,Terrorist,734.0,201.0,860.0,172.0,SEMI_ECO,9200,24250,16.0
86,003201673717864202280_0171883906.dem,de_dust2,4,405.3946,Terrorist,CounterTerrorist,29,,UMP,600,Terrorist,738.0,202.0,860.0,174.0,SEMI_ECO,9200,24250,16.0
87,003201673717864202280_0171883906.dem,de_dust2,4,406.1135,Terrorist,CounterTerrorist,33,,UMP,600,Terrorist,763.0,203.0,863.0,187.0,SEMI_ECO,9200,24250,16.0
88,003201673717864202280_0171883906.dem,de_dust2,4,407.3325,CounterTerrorist,Terrorist,39,,Deagle,300,Terrorist,694.0,576.0,692.0,793.0,SEMI_ECO,9200,24250,16.0
89,003201673717864202280_0171883906.dem,de_dust2,4,407.4575,Terrorist,CounterTerrorist,100,,AWP,100,Terrorist,692.0,793.0,694.0,576.0,SEMI_ECO,9200,24250,16.0
90,003201673717864202280_0171883906.dem,de_dust2,4,418.3972,Terrorist,CounterTerrorist,26,,AK47,300,Terrorist,873.0,264.0,499.0,312.0,SEMI_ECO,9200,24250,16.0
91,003201673717864202280_0171883906.dem,de_dust2,4,426.5864,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,695.0,564.0,692.0,675.0,SEMI_ECO,9200,24250,16.0
92,003201673717864202280_0171883906.dem,de_dust2,4,426.8052,CounterTerrorist,Terrorist,100,,Deagle,300,Terrorist,692.0,675.0,698.0,564.0,SEMI_ECO,9200,24250,16.0
93,003201673717864202280_0171883906.dem,de_dust2,4,427.024,CounterTerrorist,Terrorist,100,,Deagle,300,Terrorist,623.0,388.0,665.0,295.0,SEMI_ECO,9200,24250,16.0
94,003201673717864202280_0171883906.dem,de_dust2,4,431.1498,Terrorist,CounterTerrorist,54,A,HE,300,Terrorist,792.0,191.0,637.0,374.0,SEMI_ECO,9200,24250,16.0
95,003201673717864202280_0171883906.dem,de_dust2,4,431.1498,Terrorist,CounterTerrorist,34,A,HE,300,Terrorist,792.0,191.0,634.0,346.0,SEMI_ECO,9200,24250,16.0
96,003201673717864202280_0171883906.dem,de_dust2,4,439.5265,Terrorist,CounterTerrorist,73,A,Deagle,300,Terrorist,826.0,225.0,833.0,349.0,SEMI_ECO,9200,24250,16.0
97,003201673717864202280_0171883906.dem,de_dust2,4,442.0583,CounterTerrorist,Terrorist,36,A,Deagle,300,Terrorist,619.0,368.0,758.0,159.0,SEMI_ECO,9200,24250,16.0
98,003201673717864202280_0171883906.dem,de_dust2,4,443.3085,CounterTerrorist,Terrorist,36,A,Deagle,300,Terrorist,623.0,372.0,751.0,159.0,SEMI_ECO,9200,24250,16.0
99,003201673717864202280_0171883906.dem,de_dust2,4,443.4648,Terrorist,CounterTerrorist,33,A,AK47,300,Terrorist,750.0,160.0,624.0,373.0,SEMI_ECO,9200,24250,16.0
100,003201673717864202280_0171883906.dem,de_dust2,4,443.5586,Terrorist,CounterTerrorist,26,A,AK47,300,Terrorist,750.0,160.0,626.0,374.0,SEMI_ECO,9200,24250,16.0
101,003201673717864202280_0171883906.dem,de_dust2,4,443.6523,Terrorist,CounterTerrorist,7,A,AK47,300,Terrorist,750.0,160.0,627.0,375.0,SEMI_ECO,9200,24250,16.0
102,003201673717864202280_0171883906.dem,de_dust2,4,445.559,Terrorist,CounterTerrorist,20,A,AWP,100,Terrorist,793.0,242.0,640.0,264.0,SEMI_ECO,9200,24250,16.0
103,003201673717864202280_0171883906.dem,de_dust2,5,486.5048,CounterTerrorist,Terrorist,100,,Deagle,300,Terrorist,193.0,550.0,176.0,617.0,SEMI_ECO,10700,25750,16.0
104,003201673717864202280_0171883906.dem,de_dust2,5,489.1615,CounterTerrorist,CounterTerrorist,14,,Deagle,300,Terrorist,147.0,460.0,190.0,609.0,SEMI_ECO,10700,25750,16.0
105,003201673717864202280_0171883906.dem,de_dust2,5,489.1615,CounterTerrorist,Terrorist,70,,Deagle,300,Terrorist,147.0,460.0,236.0,739.0,SEMI_ECO,10700,25750,16.0
106,003201673717864202280_0171883906.dem,de_dust2,5,490.0367,Terrorist,CounterTerrorist,45,,Deagle,300,Terrorist,250.0,734.0,187.0,610.0,SEMI_ECO,10700,25750,16.0
107,003201673717864202280_0171883906.dem,de_dust2,5,490.4118,Terrorist,CounterTerrorist,41,,Deagle,300,Terrorist,249.0,734.0,181.0,613.0,SEMI_ECO,10700,25750,16.0
108,003201673717864202280_0171883906.dem,de_dust2,5,490.7869,Terrorist,CounterTerrorist,34,,AK47,300,Terrorist,303.0,529.0,146.0,460.0,SEMI_ECO,10700,25750,16.0
109,003201673717864202280_0171883906.dem,de_dust2,5,492.6935,Terrorist,CounterTerrorist,34,,AK47,300,Terrorist,297.0,528.0,118.0,451.0,SEMI_ECO,10700,25750,16.0
110,003201673717864202280_0171883906.dem,de_dust2,5,492.7873,Terrorist,CounterTerrorist,32,,AK47,300,Terrorist,297.0,528.0,118.0,449.0,SEMI_ECO,10700,25750,16.0
111,003201673717864202280_0171883906.dem,de_dust2,5,496.2255,Terrorist,CounterTerrorist,17,,MP7,600,Terrorist,463.0,420.0,440.0,256.0,SEMI_ECO,10700,25750,16.0
112,003201673717864202280_0171883906.dem,de_dust2,5,496.288,Terrorist,CounterTerrorist,17,,MP7,600,Terrorist,463.0,418.0,440.0,256.0,SEMI_ECO,10700,25750,16.0
113,003201673717864202280_0171883906.dem,de_dust2,5,496.5068,Terrorist,CounterTerrorist,14,,MP7,600,Terrorist,462.0,411.0,440.0,256.0,SEMI_ECO,10700,25750,16.0
114,003201673717864202280_0171883906.dem,de_dust2,5,496.6006,Terrorist,CounterTerrorist,17,,MP7,600,Terrorist,461.0,410.0,439.0,256.0,SEMI_ECO,10700,25750,16.0
115,003201673717864202280_0171883906.dem,de_dust2,5,496.6943,Terrorist,CounterTerrorist,18,,MP7,600,Terrorist,461.0,410.0,439.0,256.0,SEMI_ECO,10700,25750,16.0
116,003201673717864202280_0171883906.dem,de_dust2,5,496.7568,Terrorist,CounterTerrorist,17,,MP7,600,Terrorist,461.0,410.0,439.0,256.0,SEMI_ECO,10700,25750,16.0
117,003201673717864202280_0171883906.dem,de_dust2,5,501.6953,Terrorist,CounterTerrorist,34,,AK47,300,Terrorist,630.0,710.0,667.0,721.0,SEMI_ECO,10700,25750,16.0
118,003201673717864202280_0171883906.dem,de_dust2,5,502.0079,Terrorist,CounterTerrorist,34,,AK47,300,Terrorist,632.0,708.0,668.0,718.0,SEMI_ECO,10700,25750,16.0
119,003201673717864202280_0171883906.dem,de_dust2,5,502.5705,CounterTerrorist,Terrorist,92,,M4A1,300,Terrorist,668.0,727.0,629.0,730.0,SEMI_ECO,10700,25750,16.0
120,003201673717864202280_0171883906.dem,de_dust2,5,502.6017,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,629.0,731.0,668.0,727.0,SEMI_ECO,10700,25750,16.0
121,003201673717864202280_0171883906.dem,de_dust2,5,502.7893,CounterTerrorist,Terrorist,8,,M4A1,300,Terrorist,668.0,730.0,630.0,734.0,SEMI_ECO,10700,25750,16.0
122,003201673717864202280_0171883906.dem,de_dust2,5,508.2592,Terrorist,CounterTerrorist,19,,MP7,600,Terrorist,418.0,432.0,480.0,495.0,SEMI_ECO,10700,25750,16.0
123,003201673717864202280_0171883906.dem,de_dust2,5,508.3217,Terrorist,CounterTerrorist,15,,MP7,600,Terrorist,418.0,432.0,478.0,494.0,SEMI_ECO,10700,25750,16.0
124,003201673717864202280_0171883906.dem,de_dust2,5,508.5405,CounterTerrorist,Terrorist,20,,FiveSeven,300,Terrorist,475.0,493.0,418.0,432.0,SEMI_ECO,10700,25750,16.0
125,003201673717864202280_0171883906.dem,de_dust2,5,508.5717,Terrorist,CounterTerrorist,16,,MP7,600,Terrorist,418.0,432.0,474.0,494.0,SEMI_ECO,10700,25750,16.0
126,003201673717864202280_0171883906.dem,de_dust2,5,508.6342,Terrorist,CounterTerrorist,50,,MP7,600,Terrorist,418.0,432.0,474.0,494.0,SEMI_ECO,10700,25750,16.0
127,003201673717864202280_0171883906.dem,de_dust2,5,521.6994,Terrorist,CounterTerrorist,5,B,MP7,600,Terrorist,489.0,509.0,454.0,771.0,SEMI_ECO,10700,25750,16.0
128,003201673717864202280_0171883906.dem,de_dust2,6,556.0814,Terrorist,CounterTerrorist,79,,AWP,100,Terrorist,506.0,700.0,433.0,310.0,NORMAL,20000,26750,16.0
129,003201673717864202280_0171883906.dem,de_dust2,6,557.6442,CounterTerrorist,Terrorist,54,,Deagle,300,Terrorist,313.0,464.0,318.0,503.0,NORMAL,20000,26750,16.0
130,003201673717864202280_0171883906.dem,de_dust2,6,558.113,CounterTerrorist,Terrorist,46,,Deagle,300,Terrorist,316.0,464.0,320.0,498.0,NORMAL,20000,26750,16.0
131,003201673717864202280_0171883906.dem,de_dust2,6,560.7385,Terrorist,CounterTerrorist,21,,AWP,100,Terrorist,539.0,700.0,392.0,211.0,NORMAL,20000,26750,16.0
132,003201673717864202280_0171883906.dem,de_dust2,6,570.2092,Terrorist,CounterTerrorist,1,,HE,300,Terrorist,510.0,617.0,352.0,446.0,NORMAL,20000,26750,16.0
133,003201673717864202280_0171883906.dem,de_dust2,6,586.6813,Terrorist,Terrorist,3,,Incendiary,300,Terrorist,633.0,384.0,837.0,178.0,NORMAL,20000,26750,16.0
134,003201673717864202280_0171883906.dem,de_dust2,6,588.2753,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,892.0,273.0,798.0,260.0,NORMAL,20000,26750,16.0
135,003201673717864202280_0171883906.dem,de_dust2,6,588.4004,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,892.0,273.0,798.0,262.0,NORMAL,20000,26750,16.0
136,003201673717864202280_0171883906.dem,de_dust2,6,588.4941,Terrorist,CounterTerrorist,27,,AK47,300,Terrorist,892.0,273.0,797.0,263.0,NORMAL,20000,26750,16.0
137,003201673717864202280_0171883906.dem,de_dust2,6,588.5879,Terrorist,CounterTerrorist,19,,AK47,300,Terrorist,892.0,273.0,797.0,264.0,NORMAL,20000,26750,16.0
138,003201673717864202280_0171883906.dem,de_dust2,6,591.8386,CounterTerrorist,Terrorist,22,,M4A1,300,Terrorist,494.0,443.0,566.0,460.0,NORMAL,20000,26750,16.0
139,003201673717864202280_0171883906.dem,de_dust2,6,591.9324,CounterTerrorist,Terrorist,22,,M4A1,300,Terrorist,495.0,442.0,567.0,459.0,NORMAL,20000,26750,16.0
140,003201673717864202280_0171883906.dem,de_dust2,6,592.0261,CounterTerrorist,Terrorist,28,,M4A1,300,Terrorist,495.0,440.0,567.0,459.0,NORMAL,20000,26750,16.0
141,003201673717864202280_0171883906.dem,de_dust2,6,592.1199,Terrorist,CounterTerrorist,26,,AK47,300,Terrorist,567.0,460.0,495.0,439.0,NORMAL,20000,26750,16.0
142,003201673717864202280_0171883906.dem,de_dust2,6,592.1511,CounterTerrorist,Terrorist,28,,M4A1,300,Terrorist,495.0,438.0,566.0,461.0,NORMAL,20000,26750,16.0
143,003201673717864202280_0171883906.dem,de_dust2,6,593.4014,Terrorist,CounterTerrorist,99,,AWP,100,Terrorist,888.0,255.0,483.0,284.0,NORMAL,20000,26750,16.0
144,003201673717864202280_0171883906.dem,de_dust2,6,600.9654,Terrorist,CounterTerrorist,26,,HE,300,Terrorist,824.0,173.0,612.0,395.0,NORMAL,20000,26750,16.0
