,id,file,map,round,seconds,att_side,vic_side,hp_dmg,arm_dmg,bomb_site,hitbox,wp,wp_type,award,winner_side,att_rank,vic_rank,att_pos_x,att_pos_y,vic_pos_x,vic_pos_y,round_type,ct_eq_val,t_eq_val,avg_match_rank
170,170,003201673717864202280_0171883906.dem,de_dust2,7,710.9877,CounterTerrorist,Terrorist,27,3,,Chest,AK47,Rifle,300,Terrorist,18,13,459.0,628.0,595.0,704.0,FORCE_BUY,13000,24600,16.0
171,171,003201673717864202280_0171883906.dem,de_dust2,7,711.1127,CounterTerrorist,Terrorist,27,3,,Chest,AK47,Rifle,300,Terrorist,18,13,459.0,628.0,592.0,703.0,FORCE_BUY,13000,24600,16.0
172,172,003201673717864202280_0171883906.dem,de_dust2,7,711.2065,CounterTerrorist,Terrorist,33,4,,Stomach,AK47,Rifle,300,Terrorist,18,13,459.0,628.0,591.0,704.0,FORCE_BUY,13000,24600,16.0
173,173,003201673717864202280_0171883906.dem,de_dust2,7,711.2689999999999,Terrorist,CounterTerrorist,21,12,,Head,P250,Pistol,300,Terrorist,13,18,591.0,705.0,459.0,628.0,FORCE_BUY,13000,24600,16.0
174,174,003201673717864202280_0171883906.dem,de_dust2,7,715.895,CounterTerrorist,Terrorist,13,8,,Generic,HE,Grenade,300,Terrorist,16,13,464.0,418.0,560.0,683.0,FORCE_BUY,13000,24600,16.0
175,175,003201673717864202280_0171883906.dem,de_dust2,7,718.3329,CounterTerrorist,Terrorist,22,0,,Chest,Deagle,Pistol,300,Terrorist,16,18,667.0,300.0,639.0,408.0,FORCE_BUY,13000,24600,16.0
176,176,003201673717864202280_0171883906.dem,de_dust2,7,725.5532,Terrorist,CounterTerrorist,100,1,,Chest,AWP,Sniper,100,Terrorist,18,16,657.0,387.0,568.0,462.0,FORCE_BUY,13000,24600,16.0
177,177,003201673717864202280_0171883906.dem,de_dust2,7,729.3039,Terrorist,CounterTerrorist,100,1,,Stomach,AWP,Sniper,100,Terrorist,18,16,653.0,373.0,647.0,360.0,FORCE_BUY,13000,24600,16.0
178,178,003201673717864202280_0171883906.dem,de_dust2,7,745.6509,CounterTerrorist,Terrorist,23,7,A,Generic,HE,Grenade,300,Terrorist,16,18,641.0,336.0,775.0,183.0,FORCE_BUY,13000,24600,16.0
179,179,003201673717864202280_0171883906.dem,de_dust2,7,746.1511,Terrorist,CounterTerrorist,36,5,A,Head,AWP,Sniper,100,Terrorist,18,16,778.0,186.0,641.0,337.0,FORCE_BUY,13000,24600,16.0
180,180,003201673717864202280_0171883906.dem,de_dust2,8,779.3765,CounterTerrorist,Terrorist,1,0,,Generic,HE,Grenade,300,CounterTerrorist,16,17,126.0,335.0,187.0,531.0,NORMAL,19450,21100,16.0
181,181,003201673717864202280_0171883906.dem,de_dust2,8,781.3145,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,17,17,647.0,384.0,624.0,440.0,NORMAL,19450,21100,16.0
182,182,003201673717864202280_0171883906.dem,de_dust2,8,781.3457,Terrorist,CounterTerrorist,20,5,,Chest,UMP,SMG,600,CounterTerrorist,17,17,624.0,440.0,648.0,385.0,NORMAL,19450,21100,16.0
183,183,003201673717864202280_0171883906.dem,de_dust2,8,781.627,Terrorist,CounterTerrorist,20,5,,Chest,UMP,SMG,600,CounterTerrorist,17,17,629.0,442.0,650.0,386.0,NORMAL,19450,21100,16.0
184,184,003201673717864202280_0171883906.dem,de_dust2,8,781.6895,Terrorist,CounterTerrorist,60,22,,Head,UMP,SMG,600,CounterTerrorist,17,17,629.0,442.0,651.0,387.0,NORMAL,19450,21100,16.0
185,185,003201673717864202280_0171883906.dem,de_dust2,8,783.7524,CounterTerrorist,Terrorist,22,4,,RightArm,M4A1,Rifle,300,CounterTerrorist,16,17,456.0,454.0,377.0,440.0,NORMAL,19450,21100,16.0
186,186,003201673717864202280_0171883906.dem,de_dust2,8,783.9713,CounterTerrorist,Terrorist,22,4,,RightArm,M4A1,Rifle,300,CounterTerrorist,16,17,456.0,452.0,378.0,441.0,NORMAL,19450,21100,16.0
187,187,003201673717864202280_0171883906.dem,de_dust2,8,784.065,CounterTerrorist,Terrorist,28,6,,Stomach,M4A1,Rifle,300,CounterTerrorist,16,17,456.0,452.0,378.0,442.0,NORMAL,19450,21100,16.0
188,188,003201673717864202280_0171883906.dem,de_dust2,8,784.0963,Terrorist,CounterTerrorist,16,4,,Chest,MP7,SMG,600,CounterTerrorist,17,16,378.0,442.0,456.0,452.0,NORMAL,19450,21100,16.0
189,189,003201673717864202280_0171883906.dem,de_dust2,8,784.1588,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,16,17,456.0,452.0,378.0,441.0,NORMAL,19450,21100,16.0
190,190,003201673717864202280_0171883906.dem,de_dust2,8,784.19,Terrorist,CounterTerrorist,64,19,,Head,MP7,SMG,600,CounterTerrorist,17,16,378.0,441.0,456.0,452.0,NORMAL,19450,21100,16.0
191,191,003201673717864202280_0171883906.dem,de_dust2,8,784.2525,CounterTerrorist,Terrorist,6,4,,LeftArm,M4A1,Rifle,300,CounterTerrorist,16,17,456.0,452.0,378.0,440.0,NORMAL,19450,21100,16.0
192,192,003201673717864202280_0171883906.dem,de_dust2,8,789.6599,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,18,114.0,333.0,105.0,527.0,NORMAL,19450,21100,16.0
193,193,003201673717864202280_0171883906.dem,de_dust2,8,789.9412,CounterTerrorist,Terrorist,28,6,,Stomach,M4A1,Rifle,300,CounterTerrorist,18,18,113.0,333.0,105.0,527.0,NORMAL,19450,21100,16.0
194,194,003201673717864202280_0171883906.dem,de_dust2,8,790.0662,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,18,113.0,333.0,104.0,527.0,NORMAL,19450,21100,16.0
195,195,003201673717864202280_0171883906.dem,de_dust2,8,790.3475,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,18,18,103.0,527.0,113.0,333.0,NORMAL,19450,21100,16.0
196,196,003201673717864202280_0171883906.dem,de_dust2,8,790.4413,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,18,18,103.0,527.0,113.0,333.0,NORMAL,19450,21100,16.0
197,197,003201673717864202280_0171883906.dem,de_dust2,8,790.535,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,18,18,103.0,527.0,114.0,333.0,NORMAL,19450,21100,16.0
198,198,003201673717864202280_0171883906.dem,de_dust2,8,790.6601,Terrorist,CounterTerrorist,22,3,,Chest,AK47,Rifle,300,CounterTerrorist,18,18,103.0,527.0,114.0,333.0,NORMAL,19450,21100,16.0
199,199,003201673717864202280_0171883906.dem,de_dust2,8,802.0687,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,17,16,306.0,440.0,536.0,454.0,NORMAL,19450,21100,16.0
200,200,003201673717864202280_0171883906.dem,de_dust2,8,802.1312,CounterTerrorist,Terrorist,47,1,,Stomach,Deagle,Pistol,300,CounterTerrorist,16,17,537.0,453.0,306.0,440.0,NORMAL,19450,21100,16.0
201,201,003201673717864202280_0171883906.dem,de_dust2,8,803.944,CounterTerrorist,Terrorist,47,1,,Stomach,Deagle,Pistol,300,CounterTerrorist,16,17,538.0,450.0,306.0,462.0,NORMAL,19450,21100,16.0
202,202,003201673717864202280_0171883906.dem,de_dust2,8,807.5385,CounterTerrorist,Terrorist,20,4,,Chest,Famas,Rifle,300,CounterTerrorist,16,17,800.0,276.0,682.0,221.0,NORMAL,19450,21100,16.0
203,203,003201673717864202280_0171883906.dem,de_dust2,8,807.6323,CounterTerrorist,Terrorist,25,5,,Stomach,Famas,Rifle,300,CounterTerrorist,16,17,801.0,278.0,679.0,225.0,NORMAL,19450,21100,16.0
204,204,003201673717864202280_0171883906.dem,de_dust2,8,807.7260000000001,CounterTerrorist,Terrorist,21,0,,RightLeg,Famas,Rifle,300,CounterTerrorist,16,17,801.0,278.0,676.0,228.0,NORMAL,19450,21100,16.0
205,205,003201673717864202280_0171883906.dem,de_dust2,8,807.8823,CounterTerrorist,Terrorist,12,5,,Stomach,Famas,Rifle,300,CounterTerrorist,16,17,801.0,279.0,671.0,234.0,NORMAL,19450,21100,16.0
206,206,003201673717864202280_0171883906.dem,de_dust2,8,828.7303,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,16,18,470.0,436.0,302.0,461.0,NORMAL,19450,21100,16.0
207,207,003201673717864202280_0171883906.dem,de_dust2,8,828.8553,CounterTerrorist,Terrorist,6,4,,Chest,M4A1,Rifle,300,CounterTerrorist,16,18,470.0,435.0,302.0,461.0,NORMAL,19450,21100,16.0
208,208,003201673717864202280_0171883906.dem,de_dust2,8,842.2018,CounterTerrorist,Terrorist,5,4,,Chest,M4A1,Rifle,300,CounterTerrorist,16,17,199.0,696.0,187.0,574.0,NORMAL,19450,21100,16.0
209,209,003201673717864202280_0171883906.dem,de_dust2,8,843.2957,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,16,13,459.0,438.0,308.0,468.0,NORMAL,19450,21100,16.0
210,210,003201673717864202280_0171883906.dem,de_dust2,8,843.327,Terrorist,CounterTerrorist,74,1,,Stomach,AWP,Sniper,100,CounterTerrorist,13,16,308.0,468.0,459.0,439.0,NORMAL,19450,21100,16.0
211,211,003201673717864202280_0171883906.dem,de_dust2,8,869.8323,CounterTerrorist,Terrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,16,13,202.0,868.0,171.0,523.0,NORMAL,19450,21100,16.0
212,212,003201673717864202280_0171883906.dem,de_dust2,8,871.6139999999998,CounterTerrorist,Terrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,16,13,195.0,861.0,178.0,523.0,NORMAL,19450,21100,16.0
213,213,003201673717864202280_0171883906.dem,de_dust2,8,872.5516,CounterTerrorist,Terrorist,26,4,,Stomach,AK47,Rifle,300,CounterTerrorist,16,13,198.0,861.0,178.0,523.0,NORMAL,19450,21100,16.0
214,214,003201673717864202280_0171883906.dem,de_dust2,9,906.7773,CounterTerrorist,Terrorist,27,3,,Chest,AK47,Rifle,300,CounterTerrorist,16,17,665.0,304.0,614.0,438.0,NORMAL,21200,20400,16.0
215,215,003201673717864202280_0171883906.dem,de_dust2,9,906.8086,Terrorist,CounterTerrorist,1,0,,LeftArm,UMP,SMG,600,CounterTerrorist,17,16,616.0,437.0,665.0,304.0,NORMAL,21200,20400,16.0
216,216,003201673717864202280_0171883906.dem,de_dust2,9,906.9962,CounterTerrorist,Terrorist,27,3,,RightArm,AK47,Rifle,300,CounterTerrorist,16,17,665.0,304.0,617.0,435.0,NORMAL,21200,20400,16.0
217,217,003201673717864202280_0171883906.dem,de_dust2,9,907.0899,Terrorist,CounterTerrorist,18,5,,Chest,UMP,SMG,600,CounterTerrorist,17,16,616.0,433.0,665.0,304.0,NORMAL,21200,20400,16.0
218,218,003201673717864202280_0171883906.dem,de_dust2,9,907.1524,Terrorist,CounterTerrorist,74,20,,Head,UMP,SMG,600,CounterTerrorist,17,16,616.0,432.0,665.0,304.0,NORMAL,21200,20400,16.0
219,219,003201673717864202280_0171883906.dem,de_dust2,9,907.6213,Terrorist,CounterTerrorist,7,20,,Head,UMP,SMG,600,CounterTerrorist,17,16,619.0,424.0,664.0,304.0,NORMAL,21200,20400,16.0
220,220,003201673717864202280_0171883906.dem,de_dust2,9,911.4658,CounterTerrorist,Terrorist,30,10,,Generic,HE,Grenade,300,CounterTerrorist,16,17,790.0,190.0,631.0,396.0,NORMAL,21200,20400,16.0
221,221,003201673717864202280_0171883906.dem,de_dust2,9,913.81,CounterTerrorist,Terrorist,80,2,,Head,Deagle,Pistol,300,CounterTerrorist,18,17,317.0,465.0,469.0,431.0,NORMAL,21200,20400,16.0
222,222,003201673717864202280_0171883906.dem,de_dust2,9,914.3726,CounterTerrorist,Terrorist,20,1,,Chest,Deagle,Pistol,300,CounterTerrorist,18,17,318.0,466.0,458.0,433.0,NORMAL,21200,20400,16.0
223,223,003201673717864202280_0171883906.dem,de_dust2,9,917.1857,CounterTerrorist,Terrorist,16,5,,Head,Deagle,Pistol,300,CounterTerrorist,18,17,340.0,455.0,559.0,442.0,NORMAL,21200,20400,16.0
224,224,003201673717864202280_0171883906.dem,de_dust2,9,920.5614,CounterTerrorist,Terrorist,26,3,,RightArm,AK47,Rifle,300,CounterTerrorist,16,17,665.0,259.0,861.0,325.0,NORMAL,21200,20400,16.0
225,225,003201673717864202280_0171883906.dem,de_dust2,9,920.6864,CounterTerrorist,Terrorist,74,15,,Head,AK47,Rifle,300,CounterTerrorist,16,17,665.0,259.0,861.0,327.0,NORMAL,21200,20400,16.0
226,226,003201673717864202280_0171883906.dem,de_dust2,9,921.374,Terrorist,CounterTerrorist,23,1,,Stomach,Tec9,Pistol,300,CounterTerrorist,13,16,883.0,313.0,663.0,264.0,NORMAL,21200,20400,16.0
227,227,003201673717864202280_0171883906.dem,de_dust2,9,921.5303,Terrorist,CounterTerrorist,18,0,,Chest,Tec9,Pistol,300,CounterTerrorist,13,16,882.0,317.0,663.0,262.0,NORMAL,21200,20400,16.0
228,228,003201673717864202280_0171883906.dem,de_dust2,9,926.8752,CounterTerrorist,Terrorist,100,24,,Head,Scout,Sniper,300,CounterTerrorist,17,13,406.0,269.0,909.0,326.0,NORMAL,21200,20400,16.0
229,229,003201673717864202280_0171883906.dem,de_dust2,9,947.348,Terrorist,CounterTerrorist,100,15,,Head,AK47,Rifle,300,CounterTerrorist,18,18,605.0,713.0,679.0,723.0,NORMAL,21200,20400,16.0
230,230,003201673717864202280_0171883906.dem,de_dust2,9,969.0087,CounterTerrorist,Terrorist,100,1,,Chest,AWP,Sniper,100,CounterTerrorist,17,18,830.0,372.0,852.0,509.0,NORMAL,21200,20400,16.0
231,231,003201673717864202280_0171883906.dem,de_dust2,10,1008.767,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,744.0,277.0,665.0,230.0,ECO,24600,7700,16.0
232,232,003201673717864202280_0171883906.dem,de_dust2,10,1009.142,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,745.0,276.0,667.0,226.0,ECO,24600,7700,16.0
233,233,003201673717864202280_0171883906.dem,de_dust2,10,1009.454,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,744.0,277.0,668.0,224.0,ECO,24600,7700,16.0
234,234,003201673717864202280_0171883906.dem,de_dust2,10,1009.548,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,744.0,277.0,667.0,225.0,ECO,24600,7700,16.0
235,235,003201673717864202280_0171883906.dem,de_dust2,10,1009.954,CounterTerrorist,Terrorist,12,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,742.0,281.0,663.0,230.0,ECO,24600,7700,16.0
236,236,003201673717864202280_0171883906.dem,de_dust2,10,1016.237,CounterTerrorist,Terrorist,100,15,,Head,AK47,Rifle,300,CounterTerrorist,16,18,117.0,342.0,111.0,527.0,ECO,24600,7700,16.0
237,237,003201673717864202280_0171883906.dem,de_dust2,10,1020.457,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,17,18,502.0,662.0,450.0,353.0,ECO,24600,7700,16.0
238,238,003201673717864202280_0171883906.dem,de_dust2,10,1020.582,Terrorist,CounterTerrorist,74,15,,Head,AK47,Rifle,300,CounterTerrorist,17,18,502.0,662.0,450.0,353.0,ECO,24600,7700,16.0
239,239,003201673717864202280_0171883906.dem,de_dust2,10,1024.645,CounterTerrorist,Terrorist,100,15,,Head,AK47,Rifle,300,CounterTerrorist,16,13,100.0,473.0,311.0,524.0,ECO,24600,7700,16.0
240,240,003201673717864202280_0171883906.dem,de_dust2,10,1028.083,CounterTerrorist,Terrorist,35,0,,LeftArm,AK47,Rifle,300,CounterTerrorist,16,17,177.0,523.0,310.0,525.0,ECO,24600,7700,16.0
241,241,003201673717864202280_0171883906.dem,de_dust2,10,1028.177,Terrorist,CounterTerrorist,22,1,,LeftArm,Tec9,Pistol,300,CounterTerrorist,17,16,310.0,524.0,177.0,523.0,ECO,24600,7700,16.0
242,242,003201673717864202280_0171883906.dem,de_dust2,10,1028.365,Terrorist,CounterTerrorist,22,1,,Chest,Tec9,Pistol,300,CounterTerrorist,17,16,309.0,520.0,177.0,523.0,ECO,24600,7700,16.0
243,243,003201673717864202280_0171883906.dem,de_dust2,10,1028.396,CounterTerrorist,Terrorist,65,0,,Head,AK47,Rifle,300,CounterTerrorist,16,17,177.0,523.0,309.0,519.0,ECO,24600,7700,16.0
244,244,003201673717864202280_0171883906.dem,de_dust2,10,1034.553,Terrorist,CounterTerrorist,26,3,,Chest,AK47,Rifle,300,CounterTerrorist,17,16,678.0,624.0,906.0,437.0,ECO,24600,7700,16.0
245,245,003201673717864202280_0171883906.dem,de_dust2,10,1034.647,Terrorist,CounterTerrorist,13,1,,Chest,AK47,Rifle,300,CounterTerrorist,17,16,679.0,625.0,905.0,437.0,ECO,24600,7700,16.0
246,246,003201673717864202280_0171883906.dem,de_dust2,10,1036.804,CounterTerrorist,Terrorist,100,1,,Chest,AWP,Sniper,100,CounterTerrorist,16,17,902.0,440.0,725.0,592.0,ECO,24600,7700,16.0
247,247,003201673717864202280_0171883906.dem,de_dust2,11,1070.529,CounterTerrorist,Terrorist,35,0,,Generic,HE,Grenade,300,CounterTerrorist,16,17,122.0,319.0,124.0,516.0,ECO,32900,1300,16.0
248,248,003201673717864202280_0171883906.dem,de_dust2,11,1070.529,CounterTerrorist,Terrorist,9,0,,Generic,HE,Grenade,300,CounterTerrorist,16,17,122.0,319.0,167.0,526.0,ECO,32900,1300,16.0
249,249,003201673717864202280_0171883906.dem,de_dust2,11,1070.873,Terrorist,CounterTerrorist,13,7,,Stomach,Glock,Pistol,300,CounterTerrorist,17,16,116.0,516.0,128.0,319.0,ECO,32900,1300,16.0
250,250,003201673717864202280_0171883906.dem,de_dust2,11,1071.561,CounterTerrorist,Terrorist,65,0,,Head,M4A1,Rifle,300,CounterTerrorist,18,17,133.0,279.0,96.0,514.0,ECO,32900,1300,16.0
251,251,003201673717864202280_0171883906.dem,de_dust2,11,1073.311,Terrorist,CounterTerrorist,22,1,,Chest,Tec9,Pistol,300,CounterTerrorist,17,16,110.0,461.0,120.0,317.0,ECO,32900,1300,16.0
252,252,003201673717864202280_0171883906.dem,de_dust2,11,1073.874,CounterTerrorist,Terrorist,100,0,,Head,AK47,Rifle,300,CounterTerrorist,16,18,120.0,317.0,111.0,522.0,ECO,32900,1300,16.0
253,253,003201673717864202280_0171883906.dem,de_dust2,11,1074.124,Terrorist,CounterTerrorist,22,1,,Chest,Tec9,Pistol,300,CounterTerrorist,17,16,107.0,454.0,120.0,317.0,ECO,32900,1300,16.0
254,254,003201673717864202280_0171883906.dem,de_dust2,11,1074.593,Terrorist,CounterTerrorist,18,0,,RightLeg,Tec9,Pistol,300,CounterTerrorist,17,16,108.0,454.0,120.0,317.0,ECO,32900,1300,16.0
255,255,003201673717864202280_0171883906.dem,de_dust2,11,1074.749,Terrorist,CounterTerrorist,18,0,,LeftLeg,Tec9,Pistol,300,CounterTerrorist,17,16,108.0,454.0,121.0,317.0,ECO,32900,1300,16.0
256,256,003201673717864202280_0171883906.dem,de_dust2,11,1074.905,Terrorist,CounterTerrorist,7,0,,LeftLeg,Tec9,Pistol,300,CounterTerrorist,17,16,108.0,454.0,121.0,317.0,ECO,32900,1300,16.0
257,257,003201673717864202280_0171883906.dem,de_dust2,11,1075.53,CounterTerrorist,Terrorist,91,0,,Head,M4A1,Rifle,300,CounterTerrorist,18,17,135.0,278.0,108.0,454.0,ECO,32900,1300,16.0
258,258,003201673717864202280_0171883906.dem,de_dust2,11,1078.593,Terrorist,CounterTerrorist,37,1,,Chest,Deagle,Pistol,300,CounterTerrorist,17,18,94.0,518.0,132.0,277.0,ECO,32900,1300,16.0
259,259,003201673717864202280_0171883906.dem,de_dust2,11,1078.75,CounterTerrorist,Terrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,132.0,277.0,92.0,517.0,ECO,32900,1300,16.0
260,260,003201673717864202280_0171883906.dem,de_dust2,11,1078.875,CounterTerrorist,Terrorist,15,3,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,132.0,277.0,89.0,517.0,ECO,32900,1300,16.0
261,261,003201673717864202280_0171883906.dem,de_dust2,11,1079.062,CounterTerrorist,Terrorist,22,4,,RightArm,M4A1,Rifle,300,CounterTerrorist,18,17,132.0,278.0,91.0,517.0,ECO,32900,1300,16.0
262,262,003201673717864202280_0171883906.dem,de_dust2,11,1079.156,CounterTerrorist,Terrorist,14,3,,Chest,M4A1,Rifle,300,CounterTerrorist,18,17,134.0,278.0,92.0,517.0,ECO,32900,1300,16.0
263,263,003201673717864202280_0171883906.dem,de_dust2,11,1079.25,CounterTerrorist,Terrorist,27,6,,Stomach,M4A1,Rifle,300,CounterTerrorist,18,17,135.0,278.0,91.0,517.0,ECO,32900,1300,16.0
264,264,003201673717864202280_0171883906.dem,de_dust2,11,1085.47,Terrorist,CounterTerrorist,63,14,,Head,P250,Pistol,300,CounterTerrorist,13,18,177.0,474.0,103.0,454.0,ECO,32900,1300,16.0
265,265,003201673717864202280_0171883906.dem,de_dust2,11,1087.251,Terrorist,CounterTerrorist,23,3,,Chest,P250,Pistol,300,CounterTerrorist,13,17,122.0,486.0,107.0,399.0,ECO,32900,1300,16.0
266,266,003201673717864202280_0171883906.dem,de_dust2,11,1087.408,Terrorist,CounterTerrorist,77,13,,Head,P250,Pistol,300,CounterTerrorist,13,17,123.0,479.0,111.0,399.0,ECO,32900,1300,16.0
267,267,003201673717864202280_0171883906.dem,de_dust2,11,1089.939,None,CounterTerrorist,17,0,,Generic,Unknown,Unkown,0,CounterTerrorist,0,16,551.0,768.0,551.0,768.0,ECO,32900,1300,16.0
268,268,003201673717864202280_0171883906.dem,de_dust2,11,1093.128,CounterTerrorist,Terrorist,46,0,,Chest,Deagle,Pistol,300,CounterTerrorist,16,13,295.0,527.0,148.0,466.0,ECO,32900,1300,16.0
269,269,003201673717864202280_0171883906.dem,de_dust2,11,1097.472,Terrorist,CounterTerrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,13,16,172.0,492.0,302.0,525.0,ECO,32900,1300,16.0
270,270,003201673717864202280_0171883906.dem,de_dust2,11,1097.566,Terrorist,CounterTerrorist,28,6,,Stomach,M4A1,Rifle,300,CounterTerrorist,13,16,172.0,492.0,302.0,525.0,ECO,32900,1300,16.0
271,271,003201673717864202280_0171883906.dem,de_dust2,11,1097.66,Terrorist,CounterTerrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,13,16,172.0,492.0,302.0,525.0,ECO,32900,1300,16.0
272,272,003201673717864202280_0171883906.dem,de_dust2,11,1097.754,Terrorist,CounterTerrorist,22,4,,Chest,M4A1,Rifle,300,CounterTerrorist,13,16,172.0,492.0,302.0,524.0,ECO,32900,1300,16.0
273,273,003201673717864202280_0171883906.dem,de_dust2,11,1098.066,Terrorist,CounterTerrorist,6,19,,Head,M4A1,Rifle,300,CounterTerrorist,13,16,172.0,492.0,303.0,520.0,ECO,32900,1300,16.0
274,274,003201673717864202280_0171883906.dem,de_dust2,11,1115.32,CounterTerrorist,Terrorist,35,0,,RightArm,AK47,Rifle,300,CounterTerrorist,16,13,100.0,421.0,148.0,504.0,ECO,32900,1300,16.0
275,275,003201673717864202280_0171883906.dem,de_dust2,11,1115.663,CounterTerrorist,Terrorist,19,0,,RightLeg,AK47,Rifle,300,CounterTerrorist,16,13,100.0,423.0,145.0,505.0,ECO,32900,1300,16.0
276,276,003201673717864202280_0171883906.dem,de_dust2,12,1141.7,Terrorist,CounterTerrorist,100,12,,Head,Scout,Sniper,300,Terrorist,17,18,440.0,914.0,447.0,377.0,NORMAL,30400,19900,16.0
277,277,003201673717864202280_0171883906.dem,de_dust2,12,1150.452,CounterTerrorist,Terrorist,100,1,,Chest,AWP,Sniper,100,Terrorist,17,17,417.0,224.0,526.0,700.0,NORMAL,30400,19900,16.0
278,278,003201673717864202280_0171883906.dem,de_dust2,12,1156.39,CounterTerrorist,Terrorist,100,1,,Chest,AWP,Sniper,100,Terrorist,17,17,404.0,246.0,467.0,431.0,NORMAL,30400,19900,16.0
279,279,003201673717864202280_0171883906.dem,de_dust2,12,1160.61,Terrorist,CounterTerrorist,100,1,,Chest,AWP,Sniper,100,Terrorist,17,17,438.0,918.0,463.0,254.0,NORMAL,30400,19900,16.0
280,280,003201673717864202280_0171883906.dem,de_dust2,12,1167.799,Terrorist,CounterTerrorist,100,1,,Stomach,AWP,Sniper,100,Terrorist,13,16,569.0,892.0,711.0,670.0,NORMAL,30400,19900,16.0
281,281,003201673717864202280_0171883906.dem,de_dust2,12,1183.677,Terrorist,CounterTerrorist,28,6,,Stomach,M4A1,Rifle,300,Terrorist,13,16,751.0,575.0,891.0,436.0,NORMAL,30400,19900,16.0
282,282,003201673717864202280_0171883906.dem,de_dust2,12,1183.99,Terrorist,CounterTerrorist,5,1,,Chest,M4A1,Rifle,300,Terrorist,13,16,753.0,577.0,888.0,433.0,NORMAL,30400,19900,16.0
283,283,003201673717864202280_0171883906.dem,de_dust2,12,1185.2089999999996,Terrorist,CounterTerrorist,24,0,,RightLeg,M4A1,Rifle,300,Terrorist,13,16,777.0,589.0,877.0,424.0,NORMAL,30400,19900,16.0
284,284,003201673717864202280_0171883906.dem,de_dust2,12,1185.302,CounterTerrorist,Terrorist,100,1,,Stomach,AWP,Sniper,100,Terrorist,16,13,877.0,424.0,777.0,589.0,NORMAL,30400,19900,16.0
285,285,003201673717864202280_0171883906.dem,de_dust2,12,1189.71,Terrorist,CounterTerrorist,43,1,,Head,AWP,Sniper,100,Terrorist,18,16,827.0,512.0,837.0,473.0,NORMAL,30400,19900,16.0
286,286,003201673717864202280_0171883906.dem,de_dust2,12,1196.649,CounterTerrorist,Terrorist,100,0,,Head,M4A1,Rifle,300,Terrorist,16,17,488.0,616.0,550.0,683.0,NORMAL,30400,19900,16.0
287,287,003201673717864202280_0171883906.dem,de_dust2,12,1214.058,Terrorist,CounterTerrorist,45,1,A,Chest,Deagle,Pistol,300,Terrorist,18,16,795.0,206.0,657.0,234.0,NORMAL,30400,19900,16.0
288,288,003201673717864202280_0171883906.dem,de_dust2,12,1216.34,Terrorist,CounterTerrorist,55,1,A,Chest,AWP,Sniper,100,Terrorist,18,16,792.0,235.0,662.0,225.0,NORMAL,30400,19900,16.0
289,289,003201673717864202280_0171883906.dem,de_dust2,13,1246.471,CounterTerrorist,Terrorist,100,3,,Head,AWP,Sniper,100,CounterTerrorist,17,17,420.0,233.0,500.0,669.0,NORMAL,19350,20500,16.0
290,290,003201673717864202280_0171883906.dem,de_dust2,13,1246.752,Terrorist,CounterTerrorist,100,0,,RightArm,AWP,Sniper,100,CounterTerrorist,18,16,669.0,633.0,873.0,465.0,NORMAL,19350,20500,16.0
291,291,003201673717864202280_0171883906.dem,de_dust2,13,1254.379,CounterTerrorist,Terrorist,100,1,,Stomach,AWP,Sniper,100,CounterTerrorist,17,17,414.0,223.0,513.0,601.0,NORMAL,19350,20500,16.0
292,292,003201673717864202280_0171883906.dem,de_dust2,13,1255.754,Terrorist,CounterTerrorist,100,1,,RightArm,AWP,Sniper,100,CounterTerrorist,18,17,537.0,700.0,416.0,226.0,NORMAL,19350,20500,16.0
